source_profile_name,publication_label,PC1,PC2,display_group,included_main,included_SR_alternate,included_full_QC,source_model_id,source_file,source_row_identifier
Mirtazapine,Mirtazapine,-6.377764636699297,-3.187561103926541,Antidepressant,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:16
Aripiprazole,Aripiprazole,-6.708960823009633,3.843129337796589,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:17
Haloperidol,Haloperidol,-8.440940184171309,4.013573593909698,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:18
Olanzapine,Olanzapine,-5.68247992832195,0.7340098172241204,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:19
Risperidone,Risperidone,-6.061605528512964,4.7972651395108565,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:20
Quetiapine,Quetiapine,-7.290539918219647,-1.9103734587650478,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:21
Ziprasidone,Ziprasidone,-5.436502389234947,4.824823124082476,Antipsychotic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:22
PCP,PCP,-9.61991960301398,2.3995923286802565,NMDA/dissociative,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:23
Valproate,Valproate,-12.534829257660293,-0.15071026293868942,Mood stabilizer/antiepileptic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:24
Lamotrigine,Lamotrigine,-14.425203886128845,-0.16799725983066516,Mood stabilizer/antiepileptic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:25
Psilocybin,Psilocybin,-2.580679546490186,-9.333946981827735,Serotonergic psychedelic,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:26
"Ketamine, pooled parent",Ketamine,3.6561804701853,1.6287490536362472,Ketamine,True,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:27
"Ketamine, confirmed racemate","Ketamine, confirmed racemate",-10.777960914303042,0.3057962348735587,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:28
S-ketamine,S-ketamine,-9.369040787299818,0.11800431635710494,Ketamine stereoisomer,False,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:29
R-ketamine,R-ketamine,-9.18133202235348,-0.28305962186356287,Ketamine stereoisomer,False,True,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:30
"Hydroxyketamine, unspecified isomer aggregate","Hydroxyketamine, unspecified isomer aggregate",-9.18133202235348,-0.28305962186356287,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:31
"(2R,6R)-hydroxynorketamine","(2R,6R)-hydroxynorketamine",0.46348225982632735,0.7107432090532786,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:32
"(2S,6S)-hydroxynorketamine","(2S,6S)-hydroxynorketamine",-7.324674641067853,-17.95926369195215,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:33
"Hydroxynorketamine / HNK, generic identity","Hydroxynorketamine / HNK, generic identity",14.112752400330985,20.193336487913083,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:34
"Hydroxyketamine, generic E7 identity","Hydroxyketamine, generic E7 identity",4.423024665683023,2.108908619197154,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:35
Norketamine,Norketamine,5.30343837984026,3.344334931501295,Other ketamine-family projection,False,False,True,GLOBAL_FIXED_REFERENCE_PCA|strict18_common_rhr|FROZEN_REFERENCE_EM_SVD_PCA_WITH_WLS_QUERY_PROJECTION|reference_roster_n=25|source_sha256=79cccb4dfa80c0ffb6f135ae31d5462939eb193a3d95b96af5c4a922775749c0,PROJECT_ROOT\04_KETAMINE_VS_DRUGS\Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547\06_UPDATED_GLOBAL_MODELS\GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv,line:36
